date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
3/11/2011,"patti delivered sharron 's desk week copy 2000 accomplishment . find return office . let know reason copy , another delivered . happy new year ! cotton bowl watching meagan 's drill team perform - also watching game . thankfully , emotional attachment either team game ! hope n't freeze . -- sally",1,3,297.0,99.0,53.0
4/15/2010,"since never gave $ 20 last time bet cu/texas , figured would give chance go double nothing second round . think line texas -9. let know .",1,4,137.0,34.25,27.0
10/11/2011,get info option dell ? wo n't make speak today . thanks .,1,6,57.0,9.5,13.0
3/6/2010,taking soon '' k. bass '' < daphneco64 @ bigplanet.com > 01/30/2001 10:44:05 please respond `` k. bass '' < daphneco64 @ bigplanet.com >,1,6,136.0,22.666666666666668,24.0
5/30/2010,"? tradersnews ' hourly , daily term index posted . ? please note today 's hourly index entergy hub , adding hourly deal done within spp spp deal sink entergy hub . today 's entergy/spp index ( attached ) capture hourly deal peak hour friday , jan. 12. ? question feedback ? feel free contact . ? thank , ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ? - enthrly011201.doc",1,4,580.0,145.0,122.0
11/14/2010,talk christen ? want tonight ? e,1,2,32.0,16.0,7.0
5/6/2010,"amber -- - marriott fell july 1 , 2000 behind bug . lc",0,3,54.0,18.0,13.0
3/15/2010,"enron action accessed new community relation web site http : //cr.enron.com/eia.html . week 's issue find information regarding : enron happening sponsor child - win ticket cirqie du solei enron volunteer opportunity saint nicholas need help ! nutcracker volunteer opportunity camp noah - daycamp child recovering disaster thanksgiving volunteer opportunity enron wellness holiday fashion show & luncheon weight watcher addition , enron action available channel my.home.enron.com . add channel set-up click channel link top screen announcement check enron action box . wish add announcement enron action , please fill attached form submit mailto : eia @ enron.com later 12 pm thursday week .",1,2,691.0,345.5,103.0
3/31/2010,"sally , per request , copy resume . information updated role investor relation account review period . also provided assistant summarized list project period attached well . thanks look forward visiting soon . regard , shelly",1,2,225.0,112.5,36.0
9/21/2010,"thanks help . really material change texas . issue see month month change volume december november 99. due primarily slightly cooler temperature ( entex take slightly higher ) extra day flow ( 31 vs. 30 ) . let know question . thanks , eric x3-0977",1,5,248.0,49.6,45.0
12/9/2010,"please find interview packet above-referenced candidate . interview occur monday january 8 , 2001. please print document reference . hardcopy resume delivered hand . question , conflict schedule , please hesitate contact . shawn grady 58701",1,1,240.0,240.0,36.0
9/18/2010,calendar entry : appointment description : mastio/fgt mtg . date : 3/28/2001 time : 9:00 - 10:00 ( central standard time ) chairperson : outlook migration team detailed description :,0,4,182.0,45.5,30.0
9/21/2010,"compliance team asked conduct process review process development project clickpaper team . immediate plan focus key process prior go live date july 24. arthur andersen agreed provide experienced personnel assist effort necessary . attached please find draft work program process plan focus next 13 day . execution section , work program identifies priority process contact initiate interview . begin scheduling interview afternoon . thanks advance cooperation , andrew parson 3-6665",1,5,482.0,96.4,70.0
7/20/2010,", message automatically generated cigar aficionado online . on-line request made email account information don.baughman ` enron.com . following account match email address : username : dbaughm password : houston contact site administrator additional question . thank . cigar aficionado online",1,7,292.0,41.714285714285715,41.0
5/29/2010,received executed eei master power purchase sale agreement dated 5/16/2001 . copy given legal credit .,1,2,102.0,51.0,16.0
4/1/2010,want fred taylor ?,1,3,18.0,6.0,4.0
12/15/2010,mean ? enron north america corp. : steve venturatos 06/26/2000 01:14 pm,0,5,71.0,14.2,12.0
3/9/2010,"thank requesting additional information creating value financial management . download information going following link . * * link span one line , please paste entire link browser window . * * http : //wh-execed.wharton.upenn.edu/cfmtesting/prog_info.cfm ? program=oe % 20 % 20 % 2 dfm & pcode=51",1,2,296.0,148.0,45.0
5/26/2010,please see attached .,1,3,21.0,7.0,4.0
3/27/2011,invited join u vega customer appreciation trip october 4th - 7th .... please see attached form get back asap : hope see ..... t.jae,1,6,131.0,21.833333333333332,24.0
12/4/2011,sure . decided would like u bring ?,1,4,35.0,8.75,8.0
4/22/2010,want place $ 1 bid matt hasselback- qb gb would also like cancel bid mike anderson,1,3,82.0,27.333333333333332,16.0
11/3/2010,attached liquid curve validation memo given jeff shankman . please call question . best regard shona,1,5,100.0,20.0,16.0
11/6/2010,"rob , thanks approving product , still need exxon katy jan01 approved . thanks , eric",1,3,85.0,28.333333333333332,16.0
5/1/2010,calendar entry : appointment description : contract system review - eb 4102 date : 11/2/2000 time : 9:00 - 10:30 ( central standard time ) chairperson : outlook migration team detailed description :,0,5,198.0,39.6,33.0
12/5/2011,ca n't make meeting today - bid week ! : yvette g connevey @ enron 02/18/2000 11:47,0,5,83.0,16.6,17.0
12/5/2011,"must show appropriate loss gain importing power mapp . gains/loss matrix change weekly , must select effective week . save following bookmark future reference : http : //toinfo.oasis.mapp.org/oac/oac2/lrp/lrp.html",1,5,213.0,42.6,28.0
9/26/2011,thanks note . hope enjoying role ee .,1,2,37.0,18.5,8.0
11/4/2011,"automated e-mail sent commissioner.com web site . reply e-mail , instead please visit league 's site http : //football.commissioner.com/kourn -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - phillip love request following transaction : . drop lion . add panther . -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - approve transaction , please go web site select transaction , request front office .",1,5,483.0,96.6,108.0
11/22/2010,date change mean wo n't able make open house . town april 27 .,0,6,62.0,10.333333333333334,14.0
2/27/2011,n't know people either enron capital management : david baumbach 11/14/2000 10:22,0,4,81.0,20.25,12.0
9/24/2010,linked e-mail spreadsheet break weekly pool winning playoff . let know screwed something . -eric,1,4,96.0,24.0,15.0
6/17/2010,least 8 luis mena @ enron 09/20/2000 08:34,0,5,42.0,8.4,8.0
5/12/2011,volunteered head effort . enron much benefit right revision tagging policy .,1,3,76.0,25.333333333333332,12.0
8/11/2011,"recevied following executed eei master energy purchase sale agreement : el paso merchant energy , l.p. - 3/1/01 ( effective 3/1/01 ) southern california water company - 2/20/2001 constellation power source , inc. - 2/20/2001 city azusa - 2/21/2001 copy distributed legal credit .",1,4,279.0,69.75,44.0
3/22/2010,try patience ? enron north america corp. : shanna husser @ ee 08/30/2000 10:31,0,6,78.0,13.0,14.0
2/15/2010,received executed master power purchase & sale agreement referenced cp dated 11/22/2000 . copy distributed legal credit . eei agreement .,1,3,137.0,45.666666666666664,21.0
9/12/2010,< < cinergyhourlytablenov20.xls > > lisa lawson market editor platts - megawatt daily 713 939-5802 lisa_lawson @ platts.com - cinergyhourlytablenov20.xls,0,7,153.0,21.857142857142858,20.0
3/15/2011,calendar entry : appointment description : team leader mtg . conference room eb4102 date : 8/28/2001 time : 2:30 pm - 3:30 pm ( central standard time ) chairperson : outlook migration team detailed description :,0,3,211.0,70.33333333333333,36.0
3/13/2010,"yea , thanks reminding b-day , nearly forgot ( ha ha ha ) ! n't know come big birthday bash b/c shady area . think ? -e danielle samson < danielles @ jonesgranger.com > 01/24/2000 10:11:38",1,2,188.0,94.0,36.0
7/31/2010,"dear , user account activated learning management system . may log system using email address date birth login id/password . thank .",1,3,132.0,44.0,22.0
10/8/2011,"pleased announce creation new group - asset marketing - within enron america . asset marketing group responsibility asset divestment function within enron america work generation investment selected portfolio acquisition well managing power origination funding requirement treasury . miller head asset marketing group report directly office chair , enron america . joining 's group stuart zisman . stuart formerly ena legal , recently worked sale ena 's peaker plant . please join u congratulating stuart new role .",1,5,515.0,103.0,77.0
2/25/2010,"http : //rivals100.rivals.com/default.asp ? sid=135 & p=58 thought ya 'll would like know . chad , 'll save trouble - mack brown terrible coach recruit .",0,6,153.0,25.5,26.0
4/10/2011,"three transmission provider another list , list morning . meag/opc mp ( missouri public service ) brec reagan c. rorschach enron north america 1400 smith street houston , texas 77002 713.345.3363",0,5,195.0,39.0,31.0
3/16/2010,,0,4,,,
7/9/2010,"`` baughman jr. , '' wrote : 'm looking guitar strap buddy mine wondering could email picture `` steer rope '' . went http : //guitarchasers.com/bullropeord.html",0,4,161.0,40.25,26.0
8/8/2011,yep,1,3,3.0,1.0,1.0
11/1/2010,website like ! ! hector campos 04/20/2000 08:36,1,3,47.0,15.666666666666666,8.0
10/9/2011,"register palm computingc organizer electronically , must internet connection modem connected computer . prefer , fill send mail-in registration card included palm computing package . special reward registered user : -free software program * -free technical support * * -upgrade information -important update * complete list free software , go www.palm.com/eregdownload * * subject change without notice",1,2,402.0,201.0,57.0
5/16/2010,"must show appropriate loss gain importing power mapp . gains/loss matrix change weekly , must select effective week . save following bookmark future reference : http : //toinfo.oasis.mapp.org/oac/oac2/lrp/lrp.html",1,8,213.0,26.625,28.0
3/6/2010,check : http : //dailynews.yahoo.com/h/nm/20011217/od/deerhunter_dc_1.html _________________________________________________________ yahoo ! ? get free @ yahoo.com address http : //mail.yahoo.com,1,6,195.0,32.5,17.0
7/2/2010,"attached analysis showing differential tradersnews hourly daily index cinergy , august-november , 2000 , last week 's power nat gas future price . ? sign free 30-day trial hourly , daily term index , log www.tradersnewspower.com , click one index . ? post hourly index 9:30 a.m. cpt weekday ; daily term index posted 3:45 p.m. cpt . ? 've question feedback , feel free contact u . ? thanks -- bobette ? bobette riner senior power market analyst tradersnews 713/647-8690 bobette.riner @ ipgdirect.com ? ellen r. clardy , ph.d. power market analyst 713/647-6603 ellen.clardy @ ipgdirect.com ? suzanna strangmeier power market analyst 713/647-7325 suzanna.strangmeier @ ipgdirect.com ? ? ? - 120800 week comp.doc - tnp index info day trader.doc - cin 0800-1100 differentials.xls",1,4,775.0,193.75,124.0
